latitude,longitude,target,Date,year,month,day,day_of_year,Distance_to_equator,Is_dry_season,lat_round,lon_round,Temp_max,NDVI
-5.5750859368578904,-77.18888026677212,0,2000-01-13,2000,1,13,13,618.8345389912258,0,-5.58,-77.19,-273.15,0.3869
-7.0287390386317705,-77.03724597379518,0,2000-01-14,2000,1,14,14,780.1900332881265,0,-7.03,-77.04,-273.15,0.6729
-6.887017706594157,-77.30533643415299,0,2000-01-14,2000,1,14,14,764.4589654319514,0,-6.89,-77.31,-273.15,0.0913
-6.050469228584658,-76.73736427886188,0,2000-01-14,2000,1,14,14,671.6020843728971,0,-6.05,-76.74,-273.15,0.058
-5.8115954954872135,-76.36754698151917,0,2000-01-14,2000,1,14,14,645.0870999990807,0,-5.81,-76.37,-273.15,0.8662
-6.09087742872903,-76.39432793529913,0,2000-01-14,2000,1,14,14,676.0873945889223,0,-6.09,-76.39,-273.15,0.8238
-6.3737423006602185,-77.16577350376646,0,2000-01-14,2000,1,14,14,707.4853953732843,0,-6.37,-77.17,-273.15,0.9875
-6.7392978420431415,-76.19966664513106,0,2000-01-14,2000,1,14,14,748.0620604667887,0,-6.74,-76.2,-271.7322041150658,0.539639434422233
-5.870407571755855,-76.43899593158982,0,2000-01-14,2000,1,14,14,651.6152404648999,0,-5.87,-76.44,-273.15,0.906
-6.267765286846349,-75.88438881089547,0,2000-01-14,2000,1,14,14,695.7219468399447,0,-6.27,-75.88,-271.7322041150658,0.539639434422233
-6.980365789444828,-76.90654360978435,0,2000-01-14,2000,1,14,14,774.8206026283759,0,-6.98,-76.91,-273.15,0.4747
-6.200171336468845,-76.47517852395984,0,2000-01-15,2000,1,15,15,688.2190183480418,0,-6.2,-76.48,-273.15,0.5605
-5.849268078249962,-76.0787263818459,0,2000-01-15,2000,1,15,15,649.2687566857459,0,-5.85,-76.08,-271.7322041150658,0.539639434422233
-6.216596629515713,-76.33055988016247,0,2000-01-15,2000,1,15,15,690.0422258762442,0,-6.22,-76.33,-267.09839999999997,0.8123
-6.441902560534528,-76.15943969390888,0,2000-01-15,2000,1,15,15,715.0511842193326,0,-6.44,-76.16,-273.15,0.58
-7.38891296125344,-75.60819465870141,0,2000-01-15,2000,1,15,15,820.1693386991318,0,-7.39,-75.61,-273.15,0.8822
-6.1579628470379655,-75.78726893747826,0,2000-01-16,2000,1,16,16,683.5338760212142,0,-6.16,-75.79,-271.7322041150658,0.539639434422233
-5.941437702339227,-76.71661667859928,0,2000-01-16,2000,1,16,16,659.4995849596543,0,-5.94,-76.72,-271.7322041150658,0.539639434422233
-5.411652077381302,-77.27749728778487,0,2000-01-17,2000,1,17,17,600.6933805893245,0,-5.41,-77.28,-273.15,0.4635
-6.787959079277664,-75.64572689392233,0,2000-01-17,2000,1,17,17,753.4634577998207,0,-6.79,-75.65,-273.15,0.209
-7.491547550658209,-77.41447872545433,0,2000-01-17,2000,1,17,17,831.5617781230612,0,-7.49,-77.41,-273.15,0.0595
-6.353424809181855,-75.63008762129351,0,2000-01-18,2000,1,18,18,705.230153819186,0,-6.35,-75.63,-273.15,0.8844
-6.058777263222519,-76.29718752856778,0,2000-01-18,2000,1,18,18,672.5242762176997,0,-6.06,-76.3,-271.7322041150658,0.539639434422233
-6.300957997693996,-76.09847737144455,0,2000-01-18,2000,1,18,18,699.4063377440336,0,-6.3,-76.1,-273.15,0.5109
-7.544493851248457,-76.73397529490327,0,2000-01-18,2000,1,18,18,837.4388174885787,0,-7.54,-76.73,-273.15,0.3511
-6.308716369141198,-75.7579038479895,0,2000-01-18,2000,1,18,18,700.267516974673,0,-6.31,-75.76,-273.15,0.4702
-6.877247924736086,-76.70115338296226,0,2000-01-18,2000,1,18,18,763.3745196457055,0,-6.88,-76.7,-267.23359999999997,0.872
-7.216614993286788,-77.03461698814449,0,2000-01-18,2000,1,18,18,801.0442642548335,0,-7.22,-77.03,-273.15,0.3404
-6.351517341637376,-77.31017116176967,0,2000-01-18,2000,1,18,18,705.0184249217486,0,-6.35,-77.31,-273.15,0.1764
-7.4685281169836575,-76.45982142340358,0,2000-01-19,2000,1,19,19,829.006620985186,0,-7.47,-76.46,-271.7322041150658,0.539639434422233
-6.518152554514016,-75.5195810155841,0,2000-01-19,2000,1,19,19,723.5149335510557,0,-6.52,-75.52,-271.7322041150658,0.539639434422233
-6.905350281771543,-75.85773993313076,0,2000-01-19,2000,1,19,19,766.4938812766413,0,-6.91,-75.86,-273.15,0.4338
-5.472585153492127,-77.10655294749147,0,2000-01-19,2000,1,19,19,607.4569520376261,0,-5.47,-77.11,-271.7322041150658,0.539639434422233
-5.928392145710498,-76.5403998802667,0,2000-01-19,2000,1,19,19,658.0515281738653,0,-5.93,-76.54,-273.15,0.2797
-6.394447416910339,-77.43791713673666,0,2000-01-19,2000,1,19,19,709.7836632770476,0,-6.39,-77.44,-273.15,0.745
-5.882755427823639,-77.51237097659782,0,2000-01-20,2000,1,20,20,652.9858524884239,0,-5.88,-77.51,-271.7322041150658,0.539639434422233
-6.987442347939161,-77.51096806537585,0,2000-01-20,2000,1,20,20,775.6061006212468,0,-6.99,-77.51,-271.7322041150658,0.539639434422233
-6.339520872179224,-76.81899067100204,0,2000-01-20,2000,1,20,20,703.6868168118939,0,-6.34,-76.82,-273.15,0.4491
-6.536547874138972,-77.31298293788737,0,2000-01-20,2000,1,20,20,725.5568140294259,0,-6.54,-77.31,-273.15,0.8286
-5.399995483023551,-76.68244565675566,0,2000-01-21,2000,1,21,21,599.3994986156141,0,-5.4,-76.68,-273.15,0.6793
-7.196044028055804,-76.77405078763431,0,2000-01-21,2000,1,21,21,798.7608871141942,0,-7.2,-76.77,-273.15,0.3316
-6.91975600968376,-77.05871610020544,0,2000-01-22,2000,1,22,22,768.0929170748974,0,-6.92,-77.06,-273.15,0.2343
-6.324852338083002,-77.32158487709337,0,2000-01-22,2000,1,22,22,702.0586095272133,0,-6.32,-77.32,-273.15,0.3486
-7.4143617918638425,-76.41255499623206,0,2000-01-22,2000,1,22,22,822.9941588968865,0,-7.41,-76.41,-271.7322041150658,0.539639434422233
-5.691367325953232,-76.91174291210852,0,2000-01-22,2000,1,22,22,631.7417731808088,0,-5.69,-76.91,-273.15,0.1236
-7.097431396465031,-76.35150553329514,0,2000-01-22,2000,1,22,22,787.8148850076184,0,-7.1,-76.35,-271.7322041150658,0.539639434422233
-5.802372431085104,-75.57878108958735,0,2000-01-22,2000,1,22,22,644.0633398504465,0,-5.8,-75.58,-273.15,0.8758
-7.087560477783244,-76.48701616296685,0,2000-01-22,2000,1,22,22,786.71921303394,0,-7.09,-76.49,-273.15,0.6795
-6.110977096163155,-77.0520623179512,0,2000-01-22,2000,1,22,22,678.3184576741102,0,-6.11,-77.05,-271.7322041150658,0.539639434422233
-6.1574013412773905,-75.50582251676065,0,2000-01-22,2000,1,22,22,683.4715488817903,0,-6.16,-75.51,-271.7322041150658,0.539639434422233
-6.416369783766856,-77.46099434503463,0,2000-01-23,2000,1,23,23,712.2170459981211,0,-6.42,-77.46,-273.15,0.7119
-5.83983548332399,-77.3596154335897,0,2000-01-23,2000,1,23,23,648.2217386489629,0,-5.84,-77.36,-273.15,0.5448
-6.256015929782314,-76.34693713254352,0,2000-01-23,2000,1,23,23,694.4177682058369,0,-6.26,-76.35,-273.15,0.1328
-7.4438050568529475,-75.8809717620132,0,2000-01-23,2000,1,23,23,826.2623613106772,0,-7.44,-75.88,-273.15,0.8456
-6.685185816424632,-76.91349326123884,0,2000-01-23,2000,1,23,23,742.0556256231341,0,-6.69,-76.91,-271.7322041150658,0.539639434422233
-6.982455617549805,-76.38860618436227,0,2000-01-23,2000,1,23,23,775.0525735480284,0,-6.98,-76.39,-273.15,0.8589
-5.9130091622376435,-77.42859659593488,0,2000-01-23,2000,1,23,23,656.3440170083784,0,-5.91,-77.43,-271.7322041150658,0.539639434422233
-6.045557480896305,-76.73042918045354,0,2000-01-24,2000,1,24,24,671.0568803794898,0,-6.05,-76.73,-273.15,0.4468
-6.875442125514737,-76.55018813227439,0,2000-01-24,2000,1,24,24,763.1740759321358,0,-6.88,-76.55,-273.15,0.8238
-5.306306841629591,-77.15046908916776,0,2000-01-24,2000,1,24,24,589.0000594208847,0,-5.31,-77.15,-273.15,0.2189
-6.096039133600909,-76.29380539264065,0,2000-01-24,2000,1,24,24,676.6603438297009,0,-6.1,-76.29,-273.15,0.8417
-6.068535480190217,-76.55604968607116,0,2000-01-24,2000,1,24,24,673.6074383011141,0,-6.07,-76.56,-273.15,0.4224
-7.425544369473066,-76.60957296073711,0,2000-01-24,2000,1,24,24,824.2354250115103,0,-7.43,-76.61,-273.15,0.6366
-6.2016988445038095,-75.99411742841416,0,2000-01-24,2000,1,24,24,688.3885717399229,0,-6.2,-75.99,-267.1072,0.7313
-6.763422719650261,-75.74420107703415,0,2000-01-24,2000,1,24,24,750.739921881179,0,-6.76,-75.74,-273.15,0.3159
-6.742797209348308,-75.63057425829132,0,2000-01-25,2000,1,25,25,748.4504902376622,0,-6.74,-75.63,-273.15,0.85
-5.846023239980903,-75.59058432825728,0,2000-01-25,2000,1,25,25,648.9085796378803,0,-5.85,-75.59,-273.15,0.9028
-6.671769405587168,-77.2003294261131,0,2000-01-25,2000,1,25,25,740.5664040201756,0,-6.67,-77.2,-273.15,0.622
-7.127093555738052,-76.84105088577114,0,2000-01-25,2000,1,25,25,791.1073846869239,0,-7.13,-76.84,-273.15,0.6637
-5.7158112857010535,-77.38243423840477,0,2000-01-25,2000,1,25,25,634.455052712817,0,-5.72,-77.38,-273.15,0.7237
-6.709233322192638,-77.51049806027564,0,2000-01-25,2000,1,25,25,744.7248987633828,0,-6.71,-77.51,-271.7322041150658,0.539639434422233
-6.052146999790762,-76.66693051861807,0,2000-01-25,2000,1,25,25,671.7883169767746,0,-6.05,-76.67,-273.15,0.0928
-6.586264053943194,-75.6879198104013,0,2000-01-26,2000,1,26,26,731.0753099876945,0,-6.59,-75.69,-271.7322041150658,0.539639434422233
-5.49005851410074,-77.39191865885853,0,2000-01-26,2000,1,26,26,609.3964950651822,0,-5.49,-77.39,-273.15,0.1399
-5.636338028013915,-75.57133657890496,0,2000-01-26,2000,1,26,26,625.6335211095445,0,-5.64,-75.57,-273.15,0.1594
-7.456346722108078,-76.20342873895703,0,2000-01-26,2000,1,26,26,827.6544861539967,0,-7.46,-76.2,-271.7322041150658,0.539639434422233
-7.298931793323789,-76.42163494937755,0,2000-01-26,2000,1,26,26,810.1814290589406,0,-7.3,-76.42,-273.15,0.7833
-7.516029592309847,-76.17814319860955,0,2000-01-26,2000,1,26,26,834.279284746393,0,-7.52,-76.18,-273.15,0.8663
-7.523779550040388,-76.57430086125386,0,2000-01-27,2000,1,27,27,835.139530054483,0,-7.52,-76.57,-273.15,0.5405
-6.929766621277843,-76.9486595645204,0,2000-01-27,2000,1,27,27,769.2040949618406,0,-6.93,-76.95,-273.15,0.3126
-6.729806246426535,-76.87013039720924,0,2000-01-27,2000,1,27,27,747.0084933533454,0,-6.73,-76.87,-273.15,0.8222
-7.276587033646778,-76.71291357389988,0,2000-01-27,2000,1,27,27,807.7011607347923,0,-7.28,-76.71,-271.7322041150658,0.539639434422233
-5.356858559279738,-76.9184573866197,0,2000-01-27,2000,1,27,27,594.6113000800509,0,-5.36,-76.92,-271.7322041150658,0.539639434422233
-6.490391135640375,-76.20592887580928,0,2000-01-28,2000,1,28,28,720.4334160560817,0,-6.49,-76.21,-273.15,0.8388
-6.774947131584925,-76.00722166007617,0,2000-01-28,2000,1,28,28,752.0191316059266,0,-6.77,-76.01,-273.15,0.8839
-7.3828581911388165,-75.8721549637632,0,2000-01-28,2000,1,28,28,819.4972592164087,0,-7.38,-75.87,-273.15,0.613
-7.347666513055251,-77.19530347019538,0,2000-01-28,2000,1,28,28,815.5909829491328,0,-7.35,-77.2,-273.15,0.684
-5.728382445396997,-77.12017555927592,0,2000-01-28,2000,1,28,28,635.8504514390667,0,-5.73,-77.12,-273.15,0.5834
-6.7893125147185724,-75.8130856477531,0,2000-01-28,2000,1,28,28,753.6136891337616,0,-6.79,-75.81,-273.15,0.5378
-6.806373584205248,-76.84212620311408,0,2000-01-28,2000,1,28,28,755.5074678467826,0,-6.81,-76.84,-273.15,0.8883
-7.527611322889828,-76.67002527157386,0,2000-01-28,2000,1,28,28,835.5648568407709,0,-7.53,-76.67,-273.15,0.4874
-6.959314262350769,-76.76578066872496,0,2000-01-28,2000,1,28,28,772.4838831209353,0,-6.96,-76.77,-271.7322041150658,0.539639434422233
-5.498957925752801,-76.23819839749541,0,2000-01-29,2000,1,29,29,610.384329758561,0,-5.5,-76.24,-271.7322041150658,0.539639434422233
-6.308143679517888,-75.54381617905881,0,2000-01-29,2000,1,29,29,700.2039484264856,0,-6.31,-75.54,-273.15,0.8643
-5.89446781447664,-77.22849214912743,0,2000-01-29,2000,1,29,29,654.285927406907,0,-5.89,-77.23,-271.7322041150658,0.539639434422233
-6.581835148874593,-77.10480197876178,0,2000-01-29,2000,1,29,29,730.5837015250798,0,-6.58,-77.1,-273.15,0.8574
-7.475413502587504,-75.52501286015236,0,2000-01-29,2000,1,29,29,829.7708987872129,0,-7.48,-75.53,-273.15,0.7617
-7.5842496329608995,-75.57404179177915,0,2000-01-29,2000,1,29,29,841.8517092586599,0,-7.58,-75.57,-271.7322041150658,0.539639434422233
-5.37157572156011,-76.66234225426679,0,2000-01-29,2000,1,29,29,596.2449050931723,0,-5.37,-76.66,-271.7322041150658,0.539639434422233
-7.52002816732032,-76.85728021112728,0,2000-01-30,2000,1,30,30,834.7231265725555,0,-7.52,-76.86,-273.15,0.6971
-7.52893790740652,-77.07253517227397,0,2000-01-30,2000,1,30,30,835.7121077221237,0,-7.53,-77.07,-271.7322041150658,0.539639434422233
-6.8707527834716435,-77.1546220579287,0,2000-01-30,2000,1,30,30,762.6535589653524,0,-6.87,-77.15,-273.15,0.2532
-6.156942123129494,-76.92567844755888,0,2000-01-31,2000,1,31,31,683.4205756673739,0,-6.16,-76.93,-273.15,0.608
-6.140012467892716,-77.09722529665582,0,2000-01-31,2000,1,31,31,681.5413839360915,0,-6.14,-77.1,-273.15,0.8622
-5.937825755560712,-77.54131014900841,0,2000-01-31,2000,1,31,31,659.098658867239,0,-5.94,-77.54,-271.7322041150658,0.539639434422233
-7.585660689069584,-77.39009094478008,0,2000-01-31,2000,1,31,31,842.0083364867239,0,-7.59,-77.39,-273.15,0.2277
-5.763287542306629,-76.16197141222403,0,2000-01-31,2000,1,31,31,639.7249171960358,0,-5.76,-76.16,-271.7322041150658,0.539639434422233
-6.961563570088446,-77.02222304631809,0,2000-01-31,2000,1,31,31,772.7335562798174,0,-6.96,-77.02,-273.15,0.0628
-5.5463833686959125,-76.92476001499328,0,2000-01-31,2000,1,31,31,615.6485539252463,0,-5.55,-76.92,-273.15,0.9007
-7.0802266587833635,-75.87902422488,0,2000-02-01,2000,2,1,32,785.9051591249533,0,-7.08,-75.88,-273.15,0.3997
-5.3689055308415,-76.62344622964636,0,2000-02-01,2000,2,1,32,595.9485139234065,0,-5.37,-76.62,-271.7322041150658,0.539639434422233
-6.545046135469808,-77.4695217022142,0,2000-02-01,2000,2,1,32,726.5001210371487,0,-6.55,-77.47,-273.15,0.7797
-6.113994500362599,-76.09851389136325,0,2000-02-01,2000,2,1,32,678.6533895402486,0,-6.11,-76.1,-273.15,0.5701
-7.142345675518539,-77.26966785367183,0,2000-02-01,2000,2,1,32,792.8003699825578,0,-7.14,-77.27,-273.15,0.6701
-5.362697688980843,-76.37235425327088,0,2000-02-01,2000,2,1,32,595.2594434768736,0,-5.36,-76.37,-273.15,0.3039
-5.5683966845979995,-76.81768428751661,0,2000-02-02,2000,2,2,33,618.0920319903779,0,-5.57,-76.82,-271.7322041150658,0.539639434422233
-7.217736549985553,-75.80888423805258,0,2000-02-02,2000,2,2,33,801.1687570483963,0,-7.22,-75.81,-271.7322041150658,0.539639434422233
-6.657837978191169,-76.6528349809883,0,2000-02-02,2000,2,2,33,739.0200155792197,0,-6.66,-76.65,-273.15,0.4358
-5.531709345051456,-76.12800515028563,0,2000-02-02,2000,2,2,33,614.0197373007117,0,-5.53,-76.13,-271.7322041150658,0.539639434422233
-6.329066895240967,-77.1289458150613,0,2000-02-02,2000,2,2,33,702.5264253717473,0,-6.33,-77.13,-273.15,0.1123
-6.378539891531966,-75.71550711436312,0,2000-02-02,2000,2,2,33,708.0179279600483,0,-6.38,-75.72,-273.15,0.7145
-6.284005972985306,-75.8733537299608,0,2000-02-02,2000,2,2,33,697.5246630013689,0,-6.28,-75.87,-271.7322041150658,0.539639434422233
-6.135227462144194,-76.4855793054628,0,2000-02-03,2000,2,3,34,681.0102482980055,0,-6.14,-76.49,-271.7322041150658,0.539639434422233
-5.634222890340759,-76.43789808900263,0,2000-02-03,2000,2,3,34,625.3987408278242,0,-5.63,-76.44,-273.15,0.1039
-5.608145245385959,-76.22898397370268,0,2000-02-03,2000,2,3,34,622.5041222378414,0,-5.61,-76.23,-271.7322041150658,0.539639434422233
-6.720013389410524,-76.18246932103828,0,2000-02-03,2000,2,3,34,745.9214862245682,0,-6.72,-76.18,-273.15,0.7385
-7.333242178068196,-76.42984929938181,0,2000-02-04,2000,2,4,35,813.9898817655697,0,-7.33,-76.43,-273.15,0.8069
-5.420009462532595,-77.54497332899014,0,2000-02-04,2000,2,4,35,601.621050341118,0,-5.42,-77.54,-273.15,0.1133
-5.965105049339228,-76.99859959497034,0,2000-02-04,2000,2,4,35,662.1266604766544,0,-5.97,-77.0,-273.15,0.7832
-7.301346263959235,-76.9768322825311,0,2000-02-04,2000,2,4,35,810.449435299475,0,-7.3,-76.98,-273.15,0.1214
-6.424628672692531,-76.43252138876545,0,2000-02-04,2000,2,4,35,713.1337826688709,0,-6.42,-76.43,-271.7322041150658,0.539639434422233
-6.4891729979787565,-76.11291535541001,0,2000-02-05,2000,2,5,36,720.2982027756419,0,-6.49,-76.11,-271.7322041150658,0.539639434422233
-6.914205717609276,-76.21644962030662,0,2000-02-05,2000,2,5,36,767.4768346546297,0,-6.91,-76.22,-273.15,0.7725
-6.007112604816549,-77.29204800487722,0,2000-02-06,2000,2,6,37,666.7894991346369,0,-6.01,-77.29,-267.21,0.8383
-7.157163278516986,-76.9354632282693,0,2000-02-06,2000,2,6,37,794.4451239153855,0,-7.16,-76.94,-273.15,0.2203
-6.319184567250436,-76.7615595241715,0,2000-02-06,2000,2,6,37,701.4294869647983,0,-6.32,-76.76,-273.15,0.7577
